 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
155,22.501,15.975,19.054,15.454,15.957,24.384,28.087,29.865,29.587,26.391,37.922,38.479,34.458,28.129,29.268,28.960,27.870,25.670,41.639,26.676,28.848,24.483
156,22.491,16.013,19.082,15.475,16.041,24.330,28.041,29.860,29.577,26.391,37.896,38.471,34.438,28.136,29.229,28.984,27.872,25.621,41.653,26.674,28.818,24.472
157,22.457,15.935,19.021,15.421,15.967,24.322,27.992,29.761,29.510,26.332,37.858,38.397,34.402,28.112,29.240,28.915,27.809,25.625,41.538,26.605,28.745,24.435
158,22.451,15.882,18.976,15.426,15.977,24.285,27.996,29.784,29.440,26.343,37.862,38.391,34.391,28.074,29.162,28.964,27.817,25.582,41.503,26.597,28.777,24.430
159,22.419,15.856,18.992,15.408,15.967,24.266,27.942,29.704,29.449,26.299,37.808,38.345,34.322,28.043,29.111,28.877,27.728,25.559,41.471,26.574,28.700,24.387
160,22.427,15.894,19.011,15.382,15.913,24.229,27.927,29.710,29.452,26.294,37.770,38.341,34.306,28.015,29.134,28.839,27.750,25.526,41.457,26.574,28.701,24.381
161,22.417,15.856,18.970,15.406,15.919,24.284,27.933,29.751,29.403,26.288,37.778,38.375,34.314,27.992,29.129,28.856,27.696,25.528,41.434,26.566,28.663,24.370
162,22.426,15.896,19.005,15.403,15.937,24.226,27.988,29.760,29.445,26.347,37.794,38.413,34.317,28.042,29.103,28.872,27.732,25.528,41.400,26.572,28.676,24.378
163,22.426,15.901,19.023,15.396,15.969,24.218,27.956,29.748,29.410,26.330,37.728,38.329,34.302,27.991,29.073,28.848,27.686,25.515,41.395,26.597,28.683,24.365
164,22.426,15.970,19.000,15.426,15.984,24.267,27.970,29.771,29.487,26.323,37.761,38.357,34.289,28.006,29.069,28.865,27.725,25.524,41.392,26.586,28.695,24.378
165,22.447,15.947,19.040,15.428,15.983,24.313,27.983,29.739,29.473,26.282,37.783,38.394,34.307,28.017,29.112,28.830,27.741,25.530,41.402,26.570,28.720,24.375
166,22.440,15.891,19.003,15.408,15.969,24.264,27.961,29.705,29.468,26.304,37.750,38.362,34.281,28.010,29.105,28.850,27.698,25.509,41.396,26.555,28.698,24.382
167,22.462,15.957,19.021,15.427,16.026,24.294,27.980,29.715,29.458,26.312,37.749,38.333,34.301,28.029,29.141,28.848,27.729,25.528,41.410,26.546,28.725,24.384
168,22.458,15.917,19.035,15.463,16.007,24.276,27.988,29.735,29.459,26.333,37.802,38.361,34.341,28.046,29.089,28.887,27.737,25.494,41.437,26.554,28.708,24.401
169,22.497,16.026,19.076,15.477,16.056,24.316,28.043,29.790,29.471,26.386,37.860,38.452,34.388,28.066,29.144,28.921,27.744,25.543,41.448,26.606,28.793,24.436
170,22.495,16.069,19.078,15.473,16.059,24.356,28.032,29.796,29.525,26.354,37.901,38.447,34.393,28.087,29.164,28.922,27.754,25.569,41.515,26.621,28.754,24.430
171,22.485,16.072,19.088,15.476,16.060,24.343,28.030,29.809,29.518,26.382,37.879,38.468,34.371,28.077,29.167,28.959,27.762,25.565,41.495,26.612,28.741,24.437
172,22.537,16.100,19.094,15.538,16.095,24.348,28.085,29.846,29.601,26.384,37.926,38.434,34.415,28.089,29.199,28.991,27.772,25.592,41.569,26.629,28.820,24.455
173,22.567,16.101,19.142,15.509,16.070,24.368,28.091,29.830,29.552,26.407,37.949,38.496,34.454,28.159,29.210,28.995,27.821,25.597,41.580,26.672,28.820,24.472
174,22.592,16.073,19.131,15.539,16.096,24.401,28.132,29.866,29.652,26.471,37.999,38.527,34.469,28.167,29.270,28.989,27.885,25.672,41.551,26.687,28.839,24.504
175,22.578,16.078,19.165,15.561,16.113,24.402,28.108,29.858,29.642,26.458,37.992,38.541,34.463,28.149,29.271,28.991,27.868,25.595,41.606,26.697,28.811,24.506
176,22.609,16.076,19.171,15.579,16.072,24.417,28.124,29.939,29.631,26.447,37.970,38.569,34.474,28.153,29.299,28.998,27.865,25.664,41.579,26.725,28.838,24.512
177,22.615,16.087,19.144,15.576,16.116,24.402,28.144,29.977,29.642,26.466,37.997,38.538,34.509,28.190,29.275,29.018,27.854,25.660,41.650,26.684,28.856,24.532
178,22.628,16.031,19.171,15.587,16.114,24.436,28.117,29.945,29.648,26.515,37.996,38.535,34.511,28.182,29.322,28.996,27.884,25.686,41.641,26.673,28.839,24.528
179,22.634,16.070,19.174,15.605,16.128,24.452,28.159,29.959,29.664,26.471,37.970,38.553,34.547,28.173,29.302,28.997,27.904,25.668,41.643,26.714,28.847,24.531
180,22.647,16.056,19.174,15.560,16.119,24.463,28.145,29.953,29.681,26.484,37.984,38.577,34.518,28.174,29.279,29.014,27.903,25.661,41.734,26.737,28.883,24.550
181,22.652,16.099,19.184,15.641,16.180,24.440,28.183,30.009,29.698,26.521,38.048,38.623,34.560,28.224,29.320,29.065,27.919,25.661,41.706,26.739,28.880,24.565
182,22.681,16.131,19.217,15.657,16.185,24.513,28.195,29.982,29.704,26.513,38.097,38.618,34.591,28.250,29.315,29.110,27.909,25.712,41.741,26.746,28.915,24.582
183,22.713,16.110,19.252,15.615,16.176,24.533,28.203,29.973,29.716,26.486,38.062,38.643,34.574,28.265,29.350,29.077,27.924,25.744,41.741,26.792,28.927,24.582
184,22.680,16.109,19.203,15.652,16.171,24.526,28.216,30.001,29.732,26.512,38.080,38.648,34.574,28.246,29.348,29.068,27.931,25.728,41.737,26.747,28.915,24.573
185,22.655,16.060,19.231,15.636,16.148,24.518,28.146,29.947,29.703,26.517,38.029,38.615,34.576,28.216,29.305,29.070,27.904,25.696,41.741,26.740,28.917,24.559
186,22.700,16.116,19.240,15.644,16.171,24.499,28.175,29.980,29.661,26.539,38.035,38.641,34.570,28.203,29.303,29.058,27.909,25.711,41.667,26.696,28.892,24.558
187,22.836,16.401,19.531,15.897,16.432,24.565,28.209,29.998,29.664,26.503,38.055,38.590,34.534,28.228,29.317,29.037,27.937,25.712,41.697,26.780,28.914,24.565
188,22.769,16.304,19.377,15.737,16.280,24.566,28.222,30.010,29.687,26.524,38.067,38.631,34.575,28.259,29.324,29.055,27.941,25.758,41.799,26.768,28.959,24.594
189,22.731,16.146,19.291,15.689,16.224,24.549,28.225,29.961,29.736,26.548,38.032,38.616,34.572,28.262,29.342,29.092,27.955,25.743,41.794,26.791,28.973,24.582
190,22.692,16.156,19.247,15.636,16.178,24.530,28.205,30.004,29.658,26.551,38.077,38.590,34.562,28.248,29.343,29.055,27.899,25.738,41.819,26.744,28.942,24.565
191,22.689,16.111,19.248,15.655,16.225,24.522,28.182,30.003,29.674,26.528,38.030,38.549,34.555,28.247,29.329,29.088,27.951,25.717,41.810,26.729,28.905,24.567
192,22.730,16.140,19.263,15.659,16.198,24.575,28.244,29.991,29.746,26.579,38.067,38.634,34.585,28.274,29.354,29.094,27.989,25.744,41.847,26.713,28.947,24.589
193,22.736,16.165,19.250,15.628,16.150,24.554,28.167,30.045,29.704,26.522,38.072,38.596,34.580,28.256,29.413,29.103,27.984,25.725,41.785,26.745,28.947,24.580
194,22.726,16.157,19.238,15.644,16.171,24.553,28.252,30.053,29.755,26.569,38.119,38.609,34.610,28.312,29.384,29.111,27.984,25.745,41.893,26.801,28.963,24.601
195,22.683,16.138,19.248,15.644,16.175,24.522,28.229,29.989,29.719,26.555,38.097,38.617,34.593,28.282,29.418,29.068,27.946,25.750,41.857,26.756,28.938,24.577
196,22.692,16.094,19.245,15.620,16.161,24.553,28.172,30.018,29.719,26.562,38.046,38.593,34.567,28.261,29.367,29.128,27.948,25.709,41.858,26.732,28.934,24.576
197,22.704,16.144,19.247,15.631,16.187,24.538,28.176,30.030,29.740,26.549,38.030,38.630,34.540,28.279,29.348,29.072,27.916,25.728,41.905,26.766,28.931,24.566
198,22.687,16.088,19.252,15.644,16.216,24.550,28.217,30.005,29.716,26.517,38.042,38.677,34.552,28.249,29.338,29.048,27.948,25.755,41.878,26.787,28.898,24.557
199,22.669,16.122,19.263,15.595,16.148,24.495,28.166,29.989,29.690,26.517,38.014,38.641,34.534,28.260,29.304,29.056,27.948,25.738,41.916,26.769,28.910,24.555
200,22.708,16.143,19.240,15.652,16.198,24.520,28.209,30.028,29.737,26.543,38.053,38.659,34.556,28.246,29.330,29.068,27.969,25.737,41.898,26.794,28.931,24.569
201,22.695,16.156,19.261,15.661,16.216,24.507,28.291,29.993,29.745,26.535,38.062,38.642,34.560,28.240,29.387,29.064,27.949,25.732,41.893,26.738,28.944,24.583
202,22.656,16.070,19.217,15.595,16.158,24.465,28.181,29.947,29.653,26.433,37.982,38.519,34.468,28.205,29.262,29.012,27.848,25.664,41.758,26.722,28.880,24.531
203,22.623,16.097,19.194,15.578,16.152,24.429,28.170,29.915,29.630,26.414,37.908,38.468,34.444,28.151,29.218,29.009,27.834,25.639,41.750,26.658,28.869,24.508
204,22.610,16.046,19.203,15.595,16.110,24.423,28.136,29.893,29.604,26.445,37.953,38.453,34.447,28.151,29.246,28.968,27.827,25.676,41.761,26.667,28.816,24.488
205,22.627,16.068,19.183,15.594,16.134,24.465,28.136,29.915,29.607,26.474,37.941,38.448,34.446,28.172,29.268,28.983,27.851,25.641,41.740,26.600,28.877,24.498
206,22.648,16.080,19.198,15.586,16.107,24.472,28.213,29.971,29.674,26.457,37.981,38.516,34.482,28.184,29.281,29.028,27.902,25.728,41.800,26.726,28.898,24.532
207,22.660,16.102,19.217,15.613,16.151,24.483,28.157,29.948,29.654,26.512,38.000,38.520,34.492,28.133,29.285,28.995,27.870,25.699,41.802,26.719,28.880,24.532
208,22.642,16.096,19.214,15.570,16.150,24.447,28.159,29.979,29.652,26.478,38.005,38.492,34.497,28.084,29.328,29.065,27.890,25.693,41.845,26.743,28.879,24.527
209,22.665,16.090,19.227,15.663,16.179,24.493,28.175,29.969,29.697,26.526,38.020,38.587,34.540,28.117,29.334,29.092,27.894,25.743,41.837,26.714,28.912,24.554
210,22.637,16.083,19.190,15.558,16.148,24.487,28.169,29.908,29.638,26.458,37.963,38.538,34.482,28.077,29.315,29.045,27.879,25.665,41.831,26.684,28.891,24.515
211,22.620,16.068,19.183,15.576,16.136,24.448,28.076,29.870,29.638,26.429,37.906,38.512,34.454,28.082,29.274,29.008,27.840,25.654,41.798,26.673,28.853,24.496
212,22.642,16.103,19.218,15.600,16.175,24.463,28.143,29.935,29.661,26.491,38.007,38.498,34.511,28.085,29.271,29.023,27.865,25.679,41.804,26.679,28.890,24.521
213,22.604,16.047,19.159,15.551,16.101,24.428,28.105,29.890,29.624,26.441,37.903,38.454,34.478,28.084,29.240,28.991,27.830,25.645,41.715,26.662,28.825,24.477
214,22.608,16.075,19.176,15.579,16.122,24.436,28.096,29.896,29.629,26.402,37.927,38.493,34.427,28.112,29.205,28.945,27.843,25.612,41.725,26.634,28.840,24.479
215,22.582,16.074,19.141,15.569,16.112,24.434,28.086,29.881,29.569,26.429,37.895,38.456,34.421,28.110,29.202,28.936,27.784,25.628,41.709,26.657,28.833,24.457
216,22.593,16.068,19.189,15.584,16.093,24.451,28.094,29.895,29.590,26.437,37.889,38.423,34.429,28.117,29.211,28.956,27.818,25.603,41.683,26.659,28.810,24.452
217,22.586,16.077,19.190,15.574,16.095,24.423,28.111,29.898,29.585,26.431,37.901,38.452,34.476,28.129,29.216,28.962,27.832,25.622,41.709,26.632,28.813,24.470
218,22.581,16.002,19.148,15.574,16.128,24.454,28.052,29.881,29.581,26.349,37.850,38.395,34.417,28.098,29.187,28.939,27.827,25.608,41.675,26.611,28.766,24.444
219,22.559,16.083,19.155,15.540,16.075,24.429,28.021,29.844,29.557,26.397,37.874,38.433,34.410,28.112,29.171,28.899,27.824,25.610,41.681,26.613,28.755,24.434
220,22.656,16.216,19.243,15.646,16.174,24.467,28.081,29.900,29.572,26.444,37.861,38.428,34.438,28.117,29.189,28.943,27.813,25.640,41.788,26.638,28.759,24.468
221,22.682,16.257,19.260,15.663,16.223,24.493,28.104,29.922,29.613,26.461,37.920,38.500,34.427,28.140,29.270,29.006,27.857,25.660,41.827,26.679,28.791,24.479
222,22.623,16.218,19.203,15.643,16.193,24.451,28.066,29.891,29.614,26.442,37.859,38.442,34.407,28.137,29.240,28.974,27.821,25.666,41.825,26.640,28.742,24.479
223,22.599,16.216,19.186,15.588,16.159,24.442,28.091,29.863,29.585,26.461,37.839,38.405,34.351,28.117,29.180,28.905,27.824,25.619,41.812,26.646,28.731,24.453
224,22.642,16.215,19.191,15.639,16.194,24.476,28.151,29.876,29.634,26.474,37.929,38.480,34.431,28.161,29.235,29.029,27.848,25.661,41.823,26.666,28.756,24.498
225,22.650,16.198,19.206,15.645,16.174,24.502,28.121,29.932,29.640,26.512,37.947,38.528,34.447,28.160,29.222,28.997,27.859,25.657,41.779,26.669,28.756,24.497
226,22.642,16.149,19.224,15.613,16.184,24.485,28.112,29.911,29.627,26.513,37.985,38.498,34.479,28.138,29.227,28.964,27.829,25.634,41.833,26.642,28.757,24.495
227,22.618,16.118,19.210,15.586,16.152,24.456,28.110,29.887,29.582,26.498,37.939,38.468,34.432,28.156,29.219,28.966,27.805,25.653,41.862,26.681,28.760,24.495
228,22.631,16.062,19.173,15.597,16.129,24.477,28.098,29.858,29.602,26.476,37.899,38.441,34.432,28.171,29.214,28.970,27.782,25.637,41.779,26.657,28.785,24.477
229,22.626,16.048,19.176,15.600,16.134,24.446,28.096,29.885,29.581,26.549,37.942,38.493,34.459,28.163,29.222,28.957,27.820,25.653,41.895,26.648,28.817,24.489
230,22.611,16.094,19.192,15.593,16.131,24.416,28.087,29.892,29.552,26.493,37.872,38.416,34.436,28.083,29.187,28.928,27.816,25.609,41.774,26.576,28.800,24.465
231,22.630,16.044,19.212,15.623,16.168,24.461,28.087,29.906,29.595,26.489,37.918,38.451,34.453,28.160,29.186,28.966,27.839,25.626,41.848,26.670,28.864,24.492
232,22.616,16.123,19.169,15.614,16.177,24.443,28.086,29.923,29.565,26.497,37.874,38.415,34.404,28.125,29.209,28.972,27.830,25.627,41.811,26.644,28.802,24.470
233,22.627,16.110,19.195,15.612,16.161,24.461,28.081,29.834,29.550,26.472,37.879,38.402,34.424,28.140,29.234,28.918,27.805,25.613,41.907,26.668,28.824,24.476
234,22.639,16.067,19.190,15.571,16.117,24.427,28.053,29.866,29.592,26.472,37.913,38.449,34.412,28.170,29.216,28.877,27.818,25.625,41.899,26.657,28.832,24.489
235,22.653,16.097,19.150,15.593,16.149,24.425,28.141,29.885,29.584,26.482,37.905,38.398,34.428,28.125,29.207,28.872,27.830,25.627,41.814,26.682,28.816,24.472
236,22.646,16.178,19.246,15.613,16.154,24.440,28.130,29.900,29.585,26.433,37.918,38.420,34.413,28.147,29.253,28.897,27.837,25.617,41.838,26.649,28.865,24.476
237,22.615,16.138,19.186,15.591,16.169,24.412,28.120,29.835,29.581,26.436,37.849,38.389,34.388,28.114,29.188,28.861,27.823,25.589,41.815,26.654,28.796,24.451
238,22.620,16.158,19.190,15.624,16.189,24.460,28.128,29.861,29.580,26.436,37.891,38.432,34.368,28.140,29.186,28.885,27.809,25.632,41.891,26.633,28.820,24.480
239,22.617,16.156,19.185,15.594,16.149,24.468,28.108,29.856,29.577,26.401,37.878,38.438,34.358,28.128,29.184,28.851,27.777,25.620,41.786,26.628,28.785,24.453
240,22.614,16.123,19.175,15.589,16.143,24.430,28.086,29.817,29.531,26.444,37.905,38.405,34.413,28.096,29.197,28.829,27.781,25.612,41.854,26.614,28.808,24.458
241,22.617,16.111,19.187,15.595,16.149,24.426,28.081,29.841,29.569,26.376,37.849,38.351,34.401,28.064,29.174,28.851,27.768,25.631,41.877,26.622,28.832,24.451
242,22.645,16.088,19.153,15.560,16.117,24.433,28.046,29.839,29.583,26.397,37.891,38.400,34.395,28.157,29.181,28.836,27.801,25.633,41.844,26.613,28.805,24.466
243,22.624,16.067,19.149,15.568,16.126,24.488,28.079,29.811,29.569,26.424,37.933,38.443,34.384,28.117,29.201,28.821,27.798,25.628,41.822,26.644,28.796,24.460
244,22.584,16.016,19.144,15.552,16.095,24.431,28.038,29.819,29.526,26.351,37.884,38.389,34.360,28.103,29.212,28.855,27.776,25.551,41.779,26.611,28.784,24.428
245,22.603,15.999,19.160,15.542,16.102,24.436,28.047,29.836,29.564,26.411,37.891,38.411,34.381,28.103,29.185,28.814,27.763,25.601,41.768,26.592,28.764,24.436
246,22.614,16.035,19.166,15.569,16.102,24.446,28.018,29.858,29.561,26.373,37.820,38.390,34.382,28.094,29.224,28.849,27.746,25.598,41.749,26.589,28.784,24.437
247,22.598,16.011,19.133,15.578,16.107,24.457,28.040,29.848,29.521,26.405,37.860,38.387,34.410,28.088,29.207,28.847,27.806,25.572,41.777,26.622,28.786,24.437
248,22.595,16.144,19.186,15.553,16.116,24.423,28.022,29.831,29.532,26.392,37.823,38.381,34.413,28.104,29.220,28.853,27.757,25.588,41.719,26.588,28.788,24.436
249,22.587,16.146,19.177,15.579,16.105,24.482,28.034,29.821,29.547,26.399,37.901,38.388,34.411,28.092,29.204,28.860,27.785,25.600,41.742,26.627,28.820,24.437
250,22.595,16.177,19.160,15.576,16.116,24.419,28.056,29.846,29.557,26.415,37.903,38.402,34.437,28.079,29.165,28.872,27.781,25.590,41.761,26.599,28.774,24.435
251,22.581,16.067,19.150,15.559,16.115,24.421,28.001,29.792,29.508,26.339,37.860,38.371,34.354,28.059,29.152,28.877,27.752,25.571,41.685,26.551,28.743,24.407
252,22.566,16.097,19.133,15.530,16.093,24.404,27.971,29.771,29.456,26.343,37.816,38.283,34.312,28.043,29.185,28.876,27.726,25.540,41.670,26.545,28.722,24.390
253,22.537,16.108,19.096,15.540,16.066,24.348,27.959,29.743,29.418,26.311,37.752,38.268,34.257,28.038,29.128,28.822,27.673,25.534,41.560,26.576,28.698,24.377
254,22.524,16.069,19.129,15.525,16.085,24.379,27.952,29.760,29.380,26.306,37.811,38.297,34.308,28.011,29.117,28.878,27.729,26.378,41.604,26.533,28.662,24.368
255,22.515,16.033,19.075,15.540,16.075,24.317,27.957,29.729,29.416,26.257,37.827,38.266,34.324,28.009,29.112,28.816,27.677,26.164,41.567,26.467,28.690,24.344
256,22.500,15.944,19.106,15.491,16.037,24.326,27.943,29.755,29.440,26.354,37.806,38.287,34.343,27.996,29.108,28.827,27.641,25.803,41.624,26.493,28.674,24.357
257,22.486,15.980,19.099,15.474,16.015,24.337,27.914,29.722,29.412,26.531,37.713,38.227,34.265,27.986,29.078,28.774,27.651,25.600,41.520,26.441,28.661,24.325
258,22.506,16.012,19.108,15.530,16.053,24.357,27.961,29.783,29.433,26.381,37.759,38.259,34.338,28.009,29.053,28.779,27.673,25.556,41.581,26.544,28.690,24.359
259,22.534,16.010,19.117,15.509,16.043,24.404,27.986,29.794,29.492,26.312,37.799,38.311,34.405,28.030,29.081,28.835,27.699,25.574,41.547,26.522,28.695,24.375
260,22.525,15.998,19.097,15.512,16.055,24.398,27.976,29.744,29.448,26.344,37.825,38.333,34.430,28.031,29.120,28.820,27.696,25.578,41.617,26.552,28.716,24.378
261,22.524,15.978,19.085,15.534,16.079,24.416,27.987,29.806,29.484,26.351,37.821,38.393,34.513,28.019,29.103,28.808,27.686,25.511,41.559,26.558,28.703,24.376
262,22.534,16.080,19.134,15.530,16.083,24.433,27.993,29.831,29.489,26.311,37.825,38.352,34.524,27.992,29.096,28.817,27.723,25.518,41.608,26.526,28.706,24.369
263,22.535,16.092,19.142,15.531,16.098,24.415,28.020,29.809,29.487,26.347,37.865,38.415,34.583,27.997,29.111,28.840,27.709,25.593,41.619,26.545,28.697,24.379
264,22.568,16.097,19.141,15.568,16.112,24.455,28.017,29.891,29.558,26.402,37.962,38.477,34.647,28.065,29.138,28.818,27.704,25.562,41.666,26.573,28.723,24.399
265,22.504,16.085,19.111,15.527,16.105,24.356,27.991,29.836,29.538,26.359,37.898,38.465,34.663,27.992,29.042,28.786,27.644,25.510,41.563,26.493,28.655,24.345
266,22.498,16.085,19.112,15.530,16.102,24.358,28.050,29.915,29.581,26.406,37.977,38.541,34.800,28.000,29.023,28.799,27.635,25.495,41.543,26.483,28.639,24.347
267,22.528,16.104,19.134,15.558,16.104,24.393,28.049,29.927,29.581,26.409,38.001,38.545,34.851,28.011,29.065,28.766,27.662,25.504,41.570,26.485,28.667,24.352
268,22.541,16.118,19.171,15.545,16.119,24.381,28.070,29.940,29.575,26.430,37.982,38.602,34.880,28.029,29.104,28.793,27.665,25.497,41.573,26.499,28.677,24.365
269,22.547,16.085,19.118,15.537,16.075,24.369,28.041,29.974,29.608,26.419,38.003,38.603,34.884,27.990,29.090,28.776,27.641,25.488,41.532,26.522,28.676,24.371
270,22.526,16.010,19.054,15.533,16.058,24.375,28.028,29.940,29.520,26.393,37.938,38.530,34.821,27.992,29.074,28.770,27.605,25.482,41.505,26.468,28.655,24.346
271,22.532,16.030,19.067,15.532,16.045,24.356,28.020,29.915,29.511,26.396,37.931,38.493,34.762,27.999,29.070,28.772,27.660,25.497,41.533,26.484,28.679,24.354
272,22.536,16.025,19.113,15.535,16.069,24.322,28.034,29.957,29.577,26.368,37.949,38.529,34.791,27.997,29.109,28.767,27.670,25.499,41.495,26.476,28.657,24.353
273,22.522,15.985,19.090,15.531,16.032,24.346,27.989,29.895,29.547,26.368,37.889,38.490,34.766,27.985,29.026,28.783,27.618,25.483,41.505,26.467,28.621,24.344
274,22.543,15.998,19.101,15.535,16.016,24.423,28.026,29.922,29.519,26.384,37.919,38.502,34.810,28.016,29.085,28.783,27.652,25.498,41.588,26.488,28.653,24.364
275,22.532,16.011,19.125,15.528,16.065,24.397,28.047,29.931,29.545,26.406,37.932,38.505,34.792,27.980,29.093,28.760,27.670,25.486,41.552,26.530,28.665,24.364
276,22.630,15.990,19.100,15.522,16.067,24.391,28.064,29.937,29.551,26.378,37.952,38.528,34.805,28.011,29.064,28.805,27.695,25.498,41.509,26.524,28.695,24.364
277,22.597,15.990,19.082,15.510,16.070,24.360,28.055,29.939,29.535,26.412,37.993,38.508,34.868,28.026,29.062,28.766,27.638,25.500,41.509,26.533,28.663,24.348
278,22.527,15.962,19.068,15.531,16.069,24.360,27.992,29.910,29.574,26.386,37.933,38.525,34.809,27.996,29.038,28.740,27.644,25.467,41.526,26.479,28.664,24.338
279,22.524,16.089,19.095,15.506,16.070,24.344,28.020,29.890,29.554,26.353,37.873,38.452,34.813,27.999,29.028,28.741,27.627,25.450,41.557,26.461,28.616,24.327
280,22.514,16.071,19.078,15.518,16.053,24.338,27.994,29.868,29.506,26.323,37.840,38.439,34.761,27.946,29.031,28.747,27.602,25.464,41.516,26.479,28.637,24.323
281,22.497,16.063,19.082,15.541,16.092,24.362,28.002,29.841,29.509,26.326,37.816,38.338,34.700,27.956,29.019,28.730,27.662,25.458,41.550,26.463,28.587,24.316
282,22.476,16.038,19.062,15.537,16.062,24.327,27.959,29.837,29.487,26.290,37.825,38.344,34.671,27.969,29.029,28.711,27.607,25.446,41.476,26.460,28.617,24.314
283,22.461,16.044,19.039,15.486,16.006,24.343,27.938,29.799,29.480,26.271,37.728,38.312,34.618,27.923,28.999,28.688,27.569,25.429,41.397,26.403,28.585,24.279
284,22.449,16.029,19.013,15.480,16.037,24.303,27.941,29.739,29.435,26.239,37.710,38.260,34.596,27.911,29.017,28.712,27.605,25.402,41.388,26.394,28.552,24.276
285,22.476,16.018,19.050,15.495,16.050,24.307,27.901,29.718,29.449,26.231,37.720,38.273,34.575,27.925,29.036,28.689,27.588,25.404,41.437,26.431,28.600,24.278
