time, dGoR #1, dGoR #2, dGoR #3, dGoR #4, dGoR #5, dGoR #6, dGoR #7, dGoR #8, dGoR #9, dGoR #10, dGoR #11, dGoR #12, dGoR #13, dGoR #14, dGoR #15, average
7.08327, 0.74309, 0.70683, 0.84241, 0.72724, 0.77083, 0.74032, 0.63064, 0.71640, 0.68446, 0.67977, 0.67026, 0.64527, 0.76269, 0.58692, 0.59256, 0.69998, 
7.09519, 0.68841, 0.70328, 0.83937, 0.77471, 0.65998, 0.69098, 0.64148, 0.73974, 0.67951, 0.63303, 0.66575, 0.63839, 0.65898, 0.68344, 0.69045, 0.69250, 
7.10712, 0.68313, 0.67658, 0.67214, 0.78315, 0.84939, 0.76092, 0.64836, 0.71553, 0.77561, 0.68085, 0.63557, 0.55532, 0.67120, 0.69970, 0.61132, 0.69459, 
7.11904, 0.67716, 0.70747, 0.70609, 0.68735, 0.66833, 0.66213, 0.72996, 0.77015, 0.74001, 0.70758, 0.71753, 0.67155, 0.56652, 0.65976, 0.63663, 0.68721, 
7.13097, 0.67428, 0.62800, 0.68882, 0.77114, 0.71751, 0.75865, 0.66484, 0.70140, 0.70703, 0.71226, 0.70174, 0.72166, 0.61235, 0.68112, 0.76062, 0.70009, 
7.14289, 0.76674, 0.74493, 0.71375, 0.72470, 0.77613, 0.72407, 0.72548, 0.68802, 0.69516, 0.62226, 0.62600, 0.76350, 0.70990, 0.55885, 0.57215, 0.69411, 
7.15481, 0.71594, 0.71362, 0.73908, 0.67539, 0.77601, 0.78687, 0.75796, 0.67936, 0.70616, 0.66446, 0.66041, 0.79758, 0.66580, 0.63803, 0.60043, 0.70514, 
7.16674, 0.69894, 0.79383, 0.65252, 0.62502, 0.72428, 0.68630, 0.65934, 0.72194, 0.63233, 0.72635, 0.74179, 0.65578, 0.63723, 0.67965, 0.66227, 0.68650, 
7.17866, 0.74370, 0.69447, 0.71771, 0.68436, 0.67041, 0.71748, 0.66016, 0.62654, 0.70478, 0.68508, 0.64502, 0.71600, 0.67984, 0.54191, 0.65171, 0.67595, 
7.19058, 0.59842, 0.68870, 0.71740, 0.71141, 0.68969, 0.70030, 0.65216, 0.74392, 0.63332, 0.60524, 0.64709, 0.62297, 0.68554, 0.58151, 0.59489, 0.65817, 
7.20251, 0.67407, 0.66130, 0.66751, 0.74659, 0.76072, 0.64160, 0.70842, 0.78992, 0.71143, 0.60140, 0.61823, 0.62503, 0.55305, 0.74210, 0.62351, 0.67499, 
7.21443, 0.76312, 0.73591, 0.71582, 0.71407, 0.67921, 0.67603, 0.70555, 0.66707, 0.68532, 0.71749, 0.70273, 0.66858, 0.75244, 0.55397, 0.61222, 0.68997, 
7.22636, 0.72708, 0.69653, 0.70292, 0.73009, 0.63825, 0.66844, 0.62147, 0.71065, 0.63682, 0.68357, 0.65768, 0.68083, 0.71150, 0.64418, 0.66362, 0.67824, 
7.23828, 0.70024, 0.65235, 0.63080, 0.70989, 0.71093, 0.70770, 0.62569, 0.65668, 0.77245, 0.67369, 0.57565, 0.70653, 0.63914, 0.63322, 0.63989, 0.66899, 
7.25020, 0.73857, 0.77980, 0.75864, 0.70442, 0.68465, 0.84079, 0.70550, 0.68735, 0.69437, 0.64962, 0.59892, 0.65853, 0.57211, 0.61884, 0.66601, 0.69054, 
7.26213, 0.77967, 0.71502, 0.72798, 0.69726, 0.80199, 0.71554, 0.65430, 0.65658, 0.73328, 0.73092, 0.68721, 0.65467, 0.59437, 0.61187, 0.54225, 0.68686, 
7.27405, 0.70198, 0.71747, 0.86301, 0.60171, 0.67650, 0.72143, 0.62986, 0.66118, 0.69140, 0.62243, 0.66435, 0.70654, 0.67063, 0.60535, 0.68120, 0.68100, 
7.28598, 0.66308, 0.62427, 0.77400, 0.79844, 0.62679, 0.73373, 0.72061, 0.70017, 0.70784, 0.71898, 0.66178, 0.60994, 0.58207, 0.71638, 0.65826, 0.68642, 
7.29790, 0.67149, 0.66571, 0.73287, 0.68297, 0.74019, 0.71865, 0.68456, 0.79369, 0.67009, 0.60920, 0.61976, 0.60158, 0.68475, 0.62122, 0.65460, 0.67676, 
7.30982, 0.72304, 0.73708, 0.78421, 0.71842, 0.71348, 0.71244, 0.67333, 0.63218, 0.65957, 0.66020, 0.57307, 0.66269, 0.64030, 0.61410, 0.64457, 0.67658, 
7.32175, 0.69872, 0.70722, 0.76339, 0.65764, 0.78281, 0.77497, 0.65792, 0.65235, 0.64079, 0.70624, 0.66497, 0.62008, 0.61446, 0.63394, 0.57171, 0.67648, 
7.33367, 0.79670, 0.71093, 0.72799, 0.67648, 0.71422, 0.68983, 0.66298, 0.70242, 0.78946, 0.71720, 0.59219, 0.64195, 0.62383, 0.57489, 0.62365, 0.68298, 
7.34560, 0.75611, 0.71575, 0.67353, 0.76264, 0.77598, 0.71057, 0.63932, 0.65335, 0.62465, 0.64733, 0.72680, 0.63226, 0.61264, 0.57411, 0.58469, 0.67265, 
7.35752, 0.71618, 0.74471, 0.68726, 0.62743, 0.72766, 0.77594, 0.71134, 0.67849, 0.71741, 0.67451, 0.70585, 0.60979, 0.59999, 0.79821, 0.58831, 0.69087, 
7.36944, 0.73537, 0.63875, 0.69517, 0.73038, 0.68427, 0.69303, 0.65187, 0.60022, 0.69891, 0.61849, 0.72677, 0.66036, 0.74476, 0.59001, 0.57918, 0.66983, 
7.38137, 0.74870, 0.63288, 0.66185, 0.65776, 0.70984, 0.64877, 0.69878, 0.65643, 0.69357, 0.59181, 0.61024, 0.65983, 0.56904, 0.64727, 0.67146, 0.65722, 
7.39329, 0.66510, 0.75258, 0.70653, 0.62223, 0.64434, 0.65922, 0.65885, 0.67401, 0.66160, 0.63371, 0.55990, 0.59550, 0.66473, 0.62621, 0.56826, 0.64619, 
7.40521, 0.74035, 0.70169, 0.72639, 0.70977, 0.70476, 0.73631, 0.69179, 0.68439, 0.65232, 0.66198, 0.65031, 0.58279, 0.58109, 0.72003, 0.58296, 0.67513, 
7.41714, 0.71941, 0.76069, 0.66584, 0.68279, 0.70010, 0.68139, 0.73558, 0.73697, 0.66062, 0.78071, 0.61211, 0.63582, 0.65224, 0.64928, 0.66437, 0.68920, 
7.42906, 0.58961, 0.67227, 0.63922, 0.66015, 0.72830, 0.71238, 0.53744, 0.60155, 0.69653, 0.56313, 0.68373, 0.66132, 0.64430, 0.64106, 0.59553, 0.64177, 
7.44099, 0.76336, 0.73046, 0.75173, 0.73405, 0.68648, 0.66475, 0.76335, 0.55686, 0.78201, 0.63990, 0.64646, 0.58381, 0.70050, 0.62766, 0.58429, 0.68105, 
7.45291, 0.61093, 0.61510, 0.65792, 0.61898, 0.72800, 0.77415, 0.64038, 0.70166, 0.66063, 0.65988, 0.59480, 0.63973, 0.52366, 0.58962, 0.59710, 0.64084, 
7.46483, 0.68190, 0.72117, 0.62885, 0.73837, 0.64518, 0.68179, 0.72649, 0.62825, 0.60874, 0.62780, 0.58573, 0.64851, 0.66180, 0.63776, 0.63256, 0.65699, 
7.47676, 0.54522, 0.66102, 0.83316, 0.72448, 0.67419, 0.66432, 0.70035, 0.54494, 0.67414, 0.65468, 0.64928, 0.65148, 0.61501, 0.57043, 0.72193, 0.65897, 
7.48868, 0.76635, 0.60811, 0.71710, 0.72541, 0.70040, 0.76273, 0.67039, 0.66940, 0.66423, 0.64713, 0.62675, 0.65888, 0.57521, 0.67837, 0.70993, 0.67869, 
7.50061, 0.68313, 0.74682, 0.73750, 0.68940, 0.71605, 0.72845, 0.63289, 0.69262, 0.56083, 0.64081, 0.61422, 0.75610, 0.57156, 0.64045, 0.57478, 0.66571, 
7.51253, 0.69930, 0.75523, 0.69083, 0.76325, 0.66911, 0.68850, 0.68566, 0.65804, 0.56871, 0.71790, 0.61181, 0.60544, 0.66399, 0.58928, 0.58580, 0.66352, 
7.52445, 0.85919, 0.64414, 0.67238, 0.65882, 0.68127, 0.68313, 0.61728, 0.71593, 0.65526, 0.65930, 0.67351, 0.68053, 0.69174, 0.67224, 0.59676, 0.67743, 
7.53638, 0.82921, 0.66970, 0.73657, 0.70216, 0.67174, 0.70987, 0.67772, 0.64764, 0.64975, 0.59069, 0.60628, 0.68657, 0.61786, 0.63520, 0.58202, 0.66753, 
7.54830, 0.72223, 0.67644, 0.59986, 0.76705, 0.72130, 0.70191, 0.75680, 0.68284, 0.62294, 0.57826, 0.63261, 0.60999, 0.58959, 0.61276, 0.56962, 0.65628, 
7.56023, 0.63310, 0.75650, 0.73849, 0.74501, 0.69513, 0.63943, 0.63667, 0.66063, 0.67847, 0.62304, 0.64616, 0.51380, 0.58681, 0.70582, 0.61651, 0.65837, 
7.57215, 0.67725, 0.65036, 0.65577, 0.71355, 0.77351, 0.71791, 0.67056, 0.62479, 0.66525, 0.63878, 0.69101, 0.61682, 0.62173, 0.64471, 0.63177, 0.66625, 
7.58407, 0.71894, 0.68588, 0.67252, 0.69998, 0.74526, 0.56771, 0.66519, 0.62562, 0.70360, 0.64212, 0.76978, 0.61879, 0.62467, 0.58865, 0.60678, 0.66237, 
7.59600, 0.63858, 0.68839, 0.67048, 0.66989, 0.68965, 0.66528, 0.66143, 0.62919, 0.59198, 0.63959, 0.69720, 0.60214, 0.59173, 0.79851, 0.63655, 0.65804, 
7.60792, 0.64408, 0.62804, 0.70217, 0.73706, 0.72080, 0.66973, 0.62865, 0.60831, 0.63403, 0.63488, 0.64917, 0.59449, 0.64860, 0.65462, 0.53194, 0.64577, 
7.61985, 0.73019, 0.72798, 0.73343, 0.72596, 0.77884, 0.64388, 0.61965, 0.61257, 0.60315, 0.64211, 0.59048, 0.58581, 0.66224, 0.60611, 0.56465, 0.65514, 
7.63177, 0.59990, 0.60326, 0.69632, 0.78910, 0.67309, 0.60811, 0.70487, 0.64746, 0.66762, 0.60882, 0.64669, 0.63449, 0.58174, 0.60648, 0.67912, 0.64980, 
7.64369, 0.66274, 0.72127, 0.66382, 0.58432, 0.64589, 0.69577, 0.61823, 0.64623, 0.58499, 0.68120, 0.64114, 0.64430, 0.63981, 0.63505, 0.61817, 0.64553, 
7.65562, 0.60725, 0.62461, 0.61955, 0.69848, 0.71706, 0.73531, 0.64032, 0.59957, 0.68522, 0.61437, 0.57613, 0.66618, 0.65267, 0.57574, 0.65717, 0.64464, 
7.66754, 0.72246, 0.68307, 0.69638, 0.67435, 0.66359, 0.65897, 0.62426, 0.61887, 0.59940, 0.58878, 0.55911, 0.53460, 0.72383, 0.58956, 0.57017, 0.63383, 
7.67946, 0.68788, 0.63447, 0.62793, 0.65597, 0.68940, 0.63461, 0.64552, 0.70438, 0.56716, 0.62119, 0.67197, 0.52042, 0.56981, 0.56484, 0.52130, 0.62112, 
7.69139, 0.67863, 0.61214, 0.70083, 0.66724, 0.66520, 0.69571, 0.66855, 0.61652, 0.60790, 0.69716, 0.59883, 0.59314, 0.65329, 0.61026, 0.72363, 0.65260, 
7.70331, 0.71080, 0.67548, 0.60700, 0.66106, 0.67165, 0.68623, 0.65078, 0.61416, 0.63933, 0.62265, 0.67301, 0.72085, 0.66806, 0.56798, 0.60933, 0.65189, 
7.71524, 0.65690, 0.61564, 0.66082, 0.68906, 0.66715, 0.65346, 0.57228, 0.75741, 0.55464, 0.62096, 0.61546, 0.57618, 0.61394, 0.60724, 0.72404, 0.63901, 
7.72716, 0.62379, 0.62217, 0.63855, 0.66638, 0.74295, 0.72914, 0.59641, 0.57062, 0.65263, 0.68047, 0.61019, 0.62874, 0.62262, 0.69056, 0.67433, 0.64997, 
7.73908, 0.69139, 0.63914, 0.69356, 0.66850, 0.69713, 0.70622, 0.64548, 0.65468, 0.69787, 0.62502, 0.64235, 0.60024, 0.63579, 0.55938, 0.58231, 0.64927, 
7.75101, 0.60242, 0.79611, 0.63513, 0.69160, 0.62878, 0.63454, 0.72197, 0.62117, 0.68105, 0.61775, 0.75831, 0.63853, 0.64277, 0.69900, 0.69186, 0.67073, 
7.76293, 0.62978, 0.60389, 0.71792, 0.69094, 0.64550, 0.68824, 0.71411, 0.66445, 0.65446, 0.63249, 0.75659, 0.59385, 0.60127, 0.57330, 0.55427, 0.64807, 
7.77486, 0.58866, 0.59596, 0.65753, 0.72624, 0.68014, 0.63657, 0.58141, 0.68351, 0.60814, 0.62838, 0.68034, 0.59638, 0.61190, 0.64424, 0.58265, 0.63347, 
7.78678, 0.70308, 0.68305, 0.62684, 0.69015, 0.70204, 0.64523, 0.68656, 0.66401, 0.72042, 0.60772, 0.66906, 0.67998, 0.62160, 0.60108, 0.59075, 0.65944, 
7.79870, 0.71419, 0.69928, 0.76678, 0.59388, 0.78944, 0.75467, 0.68243, 0.61514, 0.69289, 0.53239, 0.63559, 0.55696, 0.55754, 0.64452, 0.60293, 0.65591, 
7.81063, 0.69515, 0.61718, 0.64723, 0.65047, 0.66988, 0.69364, 0.66949, 0.58669, 0.61857, 0.64766, 0.58508, 0.60561, 0.65347, 0.55408, 0.66664, 0.63739, 
7.82255, 0.65353, 0.72351, 0.73107, 0.67721, 0.67713, 0.64101, 0.60833, 0.75437, 0.65772, 0.61531, 0.62067, 0.59218, 0.60320, 0.65094, 0.53631, 0.64950, 
7.83448, 0.62751, 0.69607, 0.69662, 0.73384, 0.65846, 0.65642, 0.60206, 0.61670, 0.59698, 0.60739, 0.54688, 0.51183, 0.54885, 0.58485, 0.55336, 0.61585, 
7.84640, 0.58076, 0.57287, 0.65507, 0.62803, 0.71689, 0.71570, 0.63543, 0.55358, 0.63035, 0.59234, 0.65489, 0.62887, 0.57301, 0.61719, 0.61498, 0.62466, 
7.85832, 0.72739, 0.63123, 0.72133, 0.74158, 0.68323, 0.65478, 0.62983, 0.62649, 0.60391, 0.63260, 0.56279, 0.60584, 0.63727, 0.65448, 0.63167, 0.64963, 
7.87025, 0.61084, 0.56975, 0.72092, 0.60041, 0.60337, 0.68826, 0.65597, 0.68939, 0.60025, 0.61493, 0.63170, 0.72549, 0.70183, 0.59272, 0.60349, 0.64062, 
7.88217, 0.66700, 0.63631, 0.61554, 0.67788, 0.67195, 0.64344, 0.63144, 0.66737, 0.57547, 0.62240, 0.63828, 0.66884, 0.65359, 0.56679, 0.57385, 0.63401, 
7.89409, 0.66884, 0.61123, 0.63754, 0.65086, 0.74294, 0.73502, 0.62676, 0.67102, 0.63686, 0.58711, 0.62619, 0.62587, 0.64251, 0.59002, 0.56850, 0.64142, 
7.90602, 0.69613, 0.56227, 0.63108, 0.59593, 0.69290, 0.71338, 0.66303, 0.54323, 0.54148, 0.52628, 0.56188, 0.71268, 0.57471, 0.62716, 0.62746, 0.61797, 
7.91794, 0.64672, 0.65369, 0.69272, 0.67396, 0.64133, 0.68002, 0.61000, 0.59897, 0.66830, 0.57126, 0.64254, 0.61368, 0.57824, 0.67397, 0.55825, 0.63358, 
7.92987, 0.64029, 0.72738, 0.65574, 0.61820, 0.62903, 0.71614, 0.58527, 0.63219, 0.63846, 0.62032, 0.56197, 0.56565, 0.54694, 0.63189, 0.67264, 0.62947, 
7.94179, 0.62877, 0.67477, 0.67402, 0.67288, 0.60137, 0.67629, 0.63268, 0.66231, 0.61793, 0.66384, 0.61168, 0.67997, 0.60294, 0.52689, 0.48916, 0.62770, 
7.95371, 0.60453, 0.64100, 0.62039, 0.66425, 0.75770, 0.68098, 0.62647, 0.74338, 0.62423, 0.62184, 0.59512, 0.53263, 0.61210, 0.62145, 0.56536, 0.63410, 
7.96564, 0.59882, 0.70809, 0.63666, 0.59080, 0.62641, 0.56767, 0.59982, 0.64607, 0.61436, 0.60730, 0.52092, 0.57591, 0.59436, 0.57835, 0.55269, 0.60122, 
7.97756, 0.68980, 0.69253, 0.60944, 0.62986, 0.67231, 0.67834, 0.59377, 0.53877, 0.60714, 0.65041, 0.66374, 0.66114, 0.54751, 0.56824, 0.65849, 0.63077, 
7.98949, 0.58899, 0.69330, 0.57236, 0.63392, 0.64426, 0.67572, 0.60112, 0.58482, 0.69174, 0.62247, 0.80376, 0.64529, 0.52394, 0.56235, 0.55691, 0.62673, 
8.00141, 0.63881, 0.70623, 0.58386, 0.62776, 0.63127, 0.67391, 0.57659, 0.64017, 0.63878, 0.54158, 0.62149, 0.58025, 0.56147, 0.59739, 0.57059, 0.61268, 
8.01333, 0.70019, 0.66887, 0.60389, 0.59087, 0.67132, 0.70360, 0.65256, 0.64550, 0.65547, 0.58469, 0.60509, 0.61254, 0.62757, 0.49789, 0.56804, 0.62587, 
8.02526, 0.70784, 0.60942, 0.69424, 0.62179, 0.65089, 0.61345, 0.72004, 0.59341, 0.64702, 0.62172, 0.58285, 0.49965, 0.53277, 0.62235, 0.56436, 0.61879, 
8.03718, 0.53847, 0.63651, 0.68798, 0.64194, 0.66341, 0.59958, 0.66227, 0.59473, 0.62360, 0.55565, 0.63779, 0.60393, 0.60265, 0.52176, 0.67027, 0.61604, 
8.04911, 0.62105, 0.66813, 0.64209, 0.65637, 0.65790, 0.60342, 0.61554, 0.64099, 0.62666, 0.59501, 0.55201, 0.57016, 0.61447, 0.53986, 0.66834, 0.61813, 
8.06103, 0.65740, 0.59009, 0.77719, 0.64273, 0.61452, 0.58019, 0.65580, 0.61558, 0.58711, 0.59339, 0.55513, 0.62851, 0.60244, 0.59787, 0.56379, 0.61745, 
8.07295, 0.58263, 0.66004, 0.66495, 0.72024, 0.64676, 0.72689, 0.60642, 0.71345, 0.71487, 0.52591, 0.61356, 0.61702, 0.59258, 0.66904, 0.52906, 0.63889, 
8.08488, 0.66279, 0.60353, 0.75863, 0.58436, 0.67712, 0.65232, 0.65853, 0.65885, 0.56697, 0.67093, 0.48215, 0.59763, 0.55544, 0.52218, 0.57039, 0.61479, 
8.09680, 0.66490, 0.66994, 0.64168, 0.70080, 0.59581, 0.62861, 0.61655, 0.65000, 0.61891, 0.68127, 0.54090, 0.61131, 0.57053, 0.55212, 0.52128, 0.61764, 
8.10873, 0.65442, 0.62234, 0.67085, 0.68953, 0.60580, 0.62155, 0.55222, 0.59207, 0.72826, 0.56960, 0.61041, 0.50275, 0.65407, 0.55838, 0.51467, 0.60979, 
8.12065, 0.68289, 0.68245, 0.53775, 0.66847, 0.65739, 0.56587, 0.60394, 0.66465, 0.54937, 0.55807, 0.61455, 0.55623, 0.50721, 0.57501, 0.58698, 0.60072, 
8.13257, 0.63232, 0.66683, 0.74137, 0.64972, 0.64225, 0.64808, 0.67771, 0.62099, 0.64435, 0.65295, 0.56861, 0.54982, 0.59195, 0.50428, 0.74202, 0.63555, 
8.14450, 0.62075, 0.63347, 0.62276, 0.64788, 0.68567, 0.70040, 0.64581, 0.66088, 0.53659, 0.62634, 0.63525, 0.61587, 0.64539, 0.52724, 0.54777, 0.62347, 
8.15642, 0.63696, 0.60964, 0.62279, 0.55254, 0.58834, 0.62578, 0.66453, 0.69315, 0.53891, 0.63568, 0.64087, 0.61263, 0.60740, 0.58773, 0.59571, 0.61418, 
8.16834, 0.56721, 0.57997, 0.67314, 0.65383, 0.62457, 0.68159, 0.62816, 0.54966, 0.52897, 0.62756, 0.67387, 0.58974, 0.57879, 0.71081, 0.60445, 0.61815, 
8.18027, 0.54836, 0.61449, 0.56085, 0.65363, 0.63724, 0.65013, 0.63162, 0.59877, 0.55904, 0.52550, 0.51666, 0.61995, 0.63686, 0.53965, 0.62660, 0.59462, 
8.19219, 0.61652, 0.63651, 0.63622, 0.68776, 0.61826, 0.67792, 0.60829, 0.63741, 0.59319, 0.51647, 0.56949, 0.60687, 0.54631, 0.66457, 0.48324, 0.60660, 
8.20412, 0.71919, 0.63546, 0.63248, 0.63504, 0.62368, 0.66576, 0.68407, 0.64607, 0.62957, 0.59138, 0.55067, 0.67845, 0.60168, 0.65418, 0.75883, 0.64710, 
8.21604, 0.70908, 0.61122, 0.66325, 0.60980, 0.67432, 0.61886, 0.65800, 0.60571, 0.56152, 0.59562, 0.60763, 0.53178, 0.58461, 0.54878, 0.60301, 0.61221, 
8.22796, 0.59994, 0.61853, 0.59594, 0.65581, 0.62646, 0.65790, 0.66149, 0.64874, 0.55959, 0.60871, 0.59586, 0.53311, 0.59525, 0.55779, 0.60944, 0.60831, 
8.23989, 0.66183, 0.62936, 0.60393, 0.62408, 0.72070, 0.66730, 0.65200, 0.71889, 0.51935, 0.61565, 0.60000, 0.60481, 0.63290, 0.57653, 0.57184, 0.62661, 
8.25181, 0.54595, 0.59845, 0.58251, 0.78332, 0.60350, 0.60217, 0.58725, 0.60560, 0.58787, 0.53830, 0.52121, 0.57477, 0.51924, 0.56502, 0.60937, 0.58830, 
8.26374, 0.76627, 0.58367, 0.63781, 0.57579, 0.67221, 0.62349, 0.55520, 0.63059, 0.50534, 0.54709, 0.58903, 0.58734, 0.53408, 0.51957, 0.54462, 0.59147, 
8.27566, 0.60125, 0.64284, 0.59027, 0.58815, 0.67811, 0.63671, 0.61853, 0.58485, 0.60501, 0.52101, 0.59906, 0.55927, 0.58878, 0.52187, 0.62663, 0.59749, 
8.28758, 0.68313, 0.63336, 0.58350, 0.60696, 0.62370, 0.53780, 0.63048, 0.58050, 0.56078, 0.62155, 0.55850, 0.67879, 0.53322, 0.57746, 0.51461, 0.59495, 
8.29951, 0.63414, 0.54187, 0.61079, 0.62696, 0.65572, 0.61557, 0.48520, 0.57606, 0.66496, 0.59039, 0.59726, 0.55278, 0.49206, 0.50125, 0.49671, 0.57611, 
8.31143, 0.64932, 0.59513, 0.62976, 0.59855, 0.66192, 0.65036, 0.60920, 0.62707, 0.59121, 0.60754, 0.58352, 0.54071, 0.53560, 0.61350, 0.56099, 0.60362, 
8.32336, 0.69264, 0.63705, 0.64370, 0.63440, 0.67960, 0.61098, 0.65280, 0.53978, 0.60768, 0.52742, 0.63304, 0.57861, 0.54847, 0.53537, 0.52540, 0.60313, 
8.33528, 0.62896, 0.65637, 0.61972, 0.63692, 0.65018, 0.56235, 0.68697, 0.53863, 0.58153, 0.67870, 0.55477, 0.52329, 0.52110, 0.56475, 0.58957, 0.59959, 
8.34720, 0.59908, 0.58707, 0.67674, 0.65170, 0.54359, 0.62652, 0.60684, 0.64697, 0.65328, 0.57684, 0.56592, 0.59642, 0.64521, 0.56836, 0.50964, 0.60361, 
8.35913, 0.59647, 0.61687, 0.49024, 0.60699, 0.61355, 0.66827, 0.64727, 0.57884, 0.59456, 0.56994, 0.45610, 0.61034, 0.47402, 0.58894, 0.50585, 0.57455, 
8.37105, 0.58727, 0.62410, 0.61319, 0.70160, 0.57842, 0.62154, 0.57507, 0.68458, 0.53874, 0.57357, 0.54395, 0.56619, 0.55394, 0.46785, 0.48573, 0.58105, 
8.38297, 0.62340, 0.62785, 0.63408, 0.69208, 0.58707, 0.61864, 0.59202, 0.60091, 0.60831, 0.62097, 0.61503, 0.61092, 0.53059, 0.57753, 0.51438, 0.60358, 
8.39490, 0.67588, 0.61032, 0.60953, 0.57790, 0.66414, 0.61851, 0.67457, 0.60007, 0.62446, 0.60838, 0.63053, 0.58823, 0.53819, 0.58566, 0.52334, 0.60865, 
8.40682, 0.70839, 0.56003, 0.56552, 0.61652, 0.57447, 0.56167, 0.55611, 0.58248, 0.63599, 0.57055, 0.52722, 0.55627, 0.55466, 0.51583, 0.55157, 0.57582, 
8.41875, 0.66275, 0.58336, 0.63635, 0.65305, 0.60421, 0.57768, 0.63741, 0.59060, 0.58394, 0.56141, 0.61848, 0.61414, 0.57936, 0.60445, 0.62036, 0.60850, 
8.43067, 0.58478, 0.60810, 0.64473, 0.57582, 0.63423, 0.72665, 0.59342, 0.53953, 0.50651, 0.61704, 0.54476, 0.61796, 0.60234, 0.54501, 0.63425, 0.59834, 
8.44259, 0.60461, 0.58685, 0.61753, 0.70005, 0.67170, 0.63015, 0.60392, 0.66554, 0.54532, 0.55514, 0.61802, 0.62468, 0.58794, 0.62918, 0.56229, 0.61353, 
8.45452, 0.55394, 0.64023, 0.58592, 0.54660, 0.61540, 0.65715, 0.63041, 0.59543, 0.53305, 0.55309, 0.53387, 0.49091, 0.57040, 0.50182, 0.56813, 0.57176, 
8.46644, 0.63198, 0.56865, 0.63414, 0.62671, 0.67060, 0.65609, 0.66334, 0.53252, 0.63155, 0.55446, 0.57792, 0.51442, 0.42684, 0.56620, 0.55270, 0.58721, 
8.47837, 0.55066, 0.63191, 0.72371, 0.60402, 0.57984, 0.61216, 0.54844, 0.63332, 0.54903, 0.57928, 0.59920, 0.56327, 0.54314, 0.57436, 0.49828, 0.58604, 
8.49029, 0.54185, 0.61255, 0.61292, 0.66709, 0.64397, 0.59203, 0.61001, 0.62193, 0.59499, 0.57873, 0.54832, 0.61797, 0.51801, 0.60611, 0.63366, 0.60001, 
8.50221, 0.60118, 0.66022, 0.65183, 0.62099, 0.65675, 0.67839, 0.63137, 0.59607, 0.55969, 0.57671, 0.55363, 0.51925, 0.56309, 0.58933, 0.46971, 0.59521, 
8.51414, 0.50874, 0.58538, 0.71308, 0.68102, 0.63032, 0.60792, 0.60476, 0.62940, 0.62178, 0.54432, 0.61729, 0.58754, 0.70155, 0.57071, 0.71242, 0.62108, 
8.52606, 0.65768, 0.64929, 0.63090, 0.55862, 0.69139, 0.69411, 0.55839, 0.55031, 0.60355, 0.61239, 0.52427, 0.58117, 0.57709, 0.48450, 0.58746, 0.59741, 
8.53799, 0.63340, 0.56520, 0.62024, 0.61981, 0.57708, 0.63746, 0.57553, 0.62436, 0.56620, 0.59839, 0.54323, 0.54937, 0.55193, 0.63430, 0.55353, 0.59000, 
8.54991, 0.60832, 0.62362, 0.65617, 0.53321, 0.62798, 0.59231, 0.52754, 0.57640, 0.59797, 0.56265, 0.54041, 0.61541, 0.60522, 0.62161, 0.50933, 0.58654, 
8.56183, 0.57381, 0.61994, 0.57789, 0.60411, 0.58711, 0.61196, 0.67141, 0.60543, 0.53712, 0.58965, 0.56835, 0.61031, 0.51093, 0.52024, 0.52665, 0.58100, 
8.57376, 0.68254, 0.55032, 0.64338, 0.61875, 0.57818, 0.53839, 0.53926, 0.57311, 0.59836, 0.56916, 0.57063, 0.63007, 0.67091, 0.53339, 0.49058, 0.58580, 
8.58568, 0.71952, 0.63167, 0.50117, 0.64592, 0.61568, 0.51966, 0.64821, 0.60303, 0.58167, 0.64032, 0.56466, 0.56229, 0.49635, 0.56021, 0.45938, 0.58332, 
8.59761, 0.60990, 0.61799, 0.58933, 0.63725, 0.65648, 0.62816, 0.53873, 0.60094, 0.56320, 0.55336, 0.51873, 0.55447, 0.53982, 0.53053, 0.56997, 0.58059, 
8.60953, 0.56696, 0.68535, 0.58023, 0.54641, 0.56179, 0.54949, 0.55347, 0.60752, 0.62738, 0.56805, 0.61156, 0.62515, 0.50616, 0.48727, 0.51599, 0.57285, 
8.62145, 0.54975, 0.60543, 0.61606, 0.60666, 0.59511, 0.53382, 0.50599, 0.57833, 0.59423, 0.56507, 0.57947, 0.59364, 0.51648, 0.49951, 0.61623, 0.57039, 
8.63338, 0.60708, 0.63158, 0.56528, 0.63046, 0.64359, 0.69298, 0.65110, 0.60655, 0.56096, 0.51285, 0.51079, 0.46987, 0.52194, 0.46304, 0.53084, 0.57326, 
8.64530, 0.58411, 0.58290, 0.64454, 0.57095, 0.60919, 0.57141, 0.61419, 0.52501, 0.72036, 0.49329, 0.53074, 0.48612, 0.50402, 0.62491, 0.71045, 0.58481, 
8.65722, 0.56698, 0.64382, 0.59684, 0.62267, 0.54800, 0.58012, 0.55733, 0.49276, 0.54945, 0.59673, 0.58310, 0.60321, 0.53554, 0.53043, 0.48654, 0.56623, 
8.66915, 0.70388, 0.63942, 0.61238, 0.62833, 0.57710, 0.67439, 0.53270, 0.58665, 0.59440, 0.47857, 0.52950, 0.59502, 0.53972, 0.50459, 0.56402, 0.58404, 
